 # (x,y)=    300.0000       300.0000    
 # h=   0.000000000000000E+000
   1800.000       1.715716    
   3600.000       1.706455    
   5400.000       1.697216    
   7200.000       1.688000    
   9000.000       1.678865    
   10800.00       1.669870    
   12600.00       1.660896    
   14400.00       1.651944    
   16200.00       1.643013    
   18000.00       1.634105    
   19800.00       1.625219    
   21600.00       1.616355    
   23400.00       1.607513    
   25200.00       1.598693    
   27000.00       1.589896    
   28800.00       1.581122    
   30600.00       1.591131    
   32400.00       1.628561    
   34200.00       1.679708    
   36000.00       1.736357    
   37800.00       1.796007    
   39600.00       1.858122    
   41400.00       1.922644    
   43200.00       1.989626    
   45000.00       2.059160    
   46800.00       2.131347    
   48600.00       2.206228    
   50400.00       2.283821    
   52200.00       2.364020    
   54000.00       2.446097    
   55800.00       2.527313    
   57600.00       2.599525    
   59400.00       2.648525    
   61200.00       2.663034    
   63000.00       2.652866    
   64800.00       2.642105    
   66600.00       2.631356    
   68400.00       2.620620    
   70200.00       2.609897    
   72000.00       2.599187    
   73800.00       2.588489    
   75600.00       2.577804    
   77400.00       2.567133    
   79200.00       2.556474    
   81000.00       2.545829    
   82800.00       2.535197    
   84600.00       2.524579    
   86400.00       2.513973    
   88200.00       2.503382    
   90000.00       2.492804    
   91800.00       2.482240    
   93600.00       2.471690    
   95400.00       2.461153    
   97200.00       2.450631    
   99000.00       2.440123    
   100800.0       2.429629    
   102600.0       2.419149    
   104400.0       2.408684    
   106200.0       2.398233    
   108000.0       2.387796    
   109800.0       2.377375    
   111600.0       2.366968    
   113400.0       2.356576    
   115200.0       2.346199    
   117000.0       2.354259    
   118800.0       2.394040    
   120600.0       2.458349    
   122400.0       2.537119    
   124200.0       2.623816    
   126000.0       2.715667    
   127800.0       2.811737    
   129600.0       2.911799    
   131400.0       3.015763    
   133200.0       3.123572    
   135000.0       3.235149    
   136800.0       3.350208    
   138600.0       3.467525    
   140400.0       3.584245    
   142200.0       3.693677    
   144000.0       3.783140    
   145800.0       3.838514    
   147600.0       3.853673    
   149400.0       3.842039    
   151200.0       3.829700    
   153000.0       3.817368    
